hip	simbad_id	ra_deg	dec_deg	v_mag
79385	HD 145957	243.027267	39.055525	6.388
79387	*  16 Sco	243.030483	-8.547580	5.424
79404	* c02 Sco	243.075853	-27.926376	4.568
79414	HD 146603	243.105668	67.144179	6.211
79420	*  20 UMi	243.133731	75.210681	6.34
79463	HD 145788	243.235776	-4.220787	6.255
79488	*   9 Her	243.314288	5.021091	5.453
79490	*  39 Nor	243.320705	-53.671174	5.944
79497	* zet Nor	243.344575	-55.540947	5.772
79509	* kap Nor	243.369709	-54.630468	4.94
79522	HD 145936	243.410817	-1.475129	6.45
79530	HD 145792	243.439575	-24.422092	6.43
79540	* chi Sco	243.462109	-11.837748	5.239
79581	HD 146084	243.556695	5.901847	6.289
79593	* del Oph	243.586413	-3.694326	2.75
79596	HD 145838	243.593188	-33.011088	5.918
79599	HD 145964	243.620345	-21.107637	6.405
79601	HD 147321	243.639347	73.394891	6.016
79605	HD 145997	243.663516	-18.535648	6.34
79622	HD 146001	243.722623	-25.476972	6.05
79653	* tet Nor	243.813824	-47.372020	5.124
79661	HD 145921	243.849824	-42.899425	6.135
79664	* del TrA	243.859462	-63.685682	3.839
